,HueStd
100008.0,8.711240808097328
100023.0,77.07346190861816
100053.0,23.28620268897801
100078.0,38.45914514565337
100090.0,112.45491149348852
100122.0,328.94145480156124
100123.0,4.751376485334605
100128.0,132.6285309233228
100134.0,1226.5767407988644
100143.0,677.9216343929259
100150.0,253.65065705644886
100157.0,1051.5047700495302
100187.0,31.235721648701077
100204.0,1040.28500459108
100237.0,341.61418483262514
100259.0,98.9906437286402
100263.0,499.3541979462304
100288.0,4.832486726238202
100295.0,4.714426339784985
100322.0,321.3290105358842
100335.0,1289.694016672152
100367.0,6.591224450671152
100380.0,1163.234045593594
100382.0,454.1518604326212
100383.0,6.320534499593545
100402.0,7.861875304153136
100428.0,117.53470433606022
100434.0,68.95871886408534
100444.0,525.256047155683
100445.0,409.52558007290736
100458.0,6.16617925161938
100474.0,527.487991699807
100479.0,197.87557921966794
100506.0,96.43353079827695
100513.0,5.810003368895284
100520.0,462.9378452240276
100541.0,62.74736323228822
100561.0,110.10594802309912
100571.0,5.366196334065904
100601.0,61.66051439172068
100623.0,225.32678337366775
100672.0,126.74843272634014
100673.0,4.7022726931614445
100724.0,2.5755404467273504
100727.0,44.57091013804071
100730.0,37.377654211766945
100740.0,1355.691611728512
100744.0,231.34425558985996
100765.0,1319.1038195974593
100774.0,104.77314594067037
100801.0,411.1235206788469
100813.0,57.15735072510745
100821.0,743.6436995341154
100822.0,301.02312328590307
100836.0,99.36696232079971
100852.0,308.58470030828425
100859.0,449.9746321321424
100861.0,23.757384054660697
100867.0,7.89275235618924
100887.0,338.2181117834468
100894.0,103.06590259012653
100938.0,356.9203557331757
100951.0,701.8474531477478
100986.0,9.120316843039058
101007.0,892.7151714311552
101061.0,392.6808393755626
101074.0,8.547764671209832
101092.0,73.1764755440697
101127.0,718.5450310110921
101133.0,923.0512653955938
101135.0,1481.0006630223204
101140.0,1108.8618018906861
101151.0,1070.3009227030404
101164.0,6.841079357411458
101166.0,592.5998456323128
101181.0,707.5851694953554
101232.0,297.8631780711941
101239.0,74.44936792636837
101244.0,673.1332607485929
101246.0,73.51698465643663
101247.0,6.387917025057718
101251.0,169.38651868191283
101275.0,277.4988362536885
101283.0,141.66655122972318
101286.0,4.873657205171004
101290.0,167.09917291970282
101291.0,27.391531497336622
101296.0,177.88240021059505
101298.0,112.50347694306063
101306.0,1173.968742506848
101307.0,1292.9986742369479
101315.0,359.0227297371035
101324.0,924.5945620094932
101325.0,65.74932476870407
101355.0,269.28581466319395
101358.0,577.3730033476336
101371.0,38.403490751995385
101374.0,1343.9896409779228
101375.0,54.26705185569765
101427.0,1035.2126669570146
101469.0,135.2375865417358
101493.0,272.4608041496934
101501.0,780.3452326927724
101502.0,14.460972769563208
101518.0,516.2444451847933
101538.0,421.1909483612987
101548.0,31.777878151148148
101549.0,84.09579677695794
101563.0,507.4053203721434
101564.0,260.8847521600561
101572.0,44.62231349373116
101589.0,617.9263400715416
101591.0,239.38050339077182
101595.0,897.1638177756143
101597.0,3.972826325586775
101599.0,89.58521453248655
101623.0,4.199922659659099
101627.0,8.079904544013111
101651.0,117.4982079713509
101654.0,9.529880476936365
101660.0,336.3397099069898
101666.0,623.446782461842
101685.0,413.1489428224881
101695.0,1278.144326542302
101701.0,105.77163262966815
101718.0,812.7949028991311
101754.0,53.91588616293867
101756.0,145.47619346893657
101762.0,182.93181801828771
101774.0,710.0917190117214
101787.0,1059.1776438256497
101788.0,118.95143500345395
101798.0,23.007837250594097
101804.0,784.7582063982718
101807.0,116.00593285045639
101816.0,10.948756053272687
101848.0,1187.4238814409914
101854.0,137.28048499890497
101858.0,45.913099279839884
101875.0,133.0138440894382
101893.0,551.0559312004688
101941.0,323.3161669103667
101943.0,5.209172616120062
101955.0,853.041301722524
101971.0,996.2924073801387
101980.0,73.4583647993406
101991.0,894.4459789424859
101995.0,20.69273761935013
101997.0,964.6653169811241
102000.0,183.53779394494043
102015.0,331.841031349802
102021.0,538.9245427719491
102027.0,900.6175315860174
102040.0,1025.060985378591
102046.0,51.18112199066784
